TabName|FLD_NO|FLD_NAME|FLD_TYPE|FLD_LEN|ISPK|NOTE
TF_POS|41|QTY_RK_UNSH|N|0||未审核出入库累积
TF_POS|42|BAT_NO|A|40|NULL|批号
TF_POS|43|PRE_EST_DD|@|NULL|NULL|确认交期
TF_POS|44|QTY_PO|N|NULL|NULL|已采购数量
TF_POS|45|QTY_PO_UNSH|N|0||未审核采购数量
TF_POS|46|QTY_PRE|N|NULL|NULL|已退回数量
TF_POS|47|QTY_PRE_UNSH|N|0||未审核已退回数量
TF_POS|48|PRE_ITM|I|NULL|NULL|退回项次
TF_POS|49|ID_NO|A|38|NULL|母件配方
TF_POS|50|QTY_YS|N|NULL|NULL|已验收累积数量
TF_POS|51|QTY_YS_UNSH|N|0||未审核验收累积
TF_POS|52|FREE_ID|A|1|NULL|搭赠注记
TF_POS|53|BIL_ID|A|2|NULL|转入单ID
TF_POS|54|BZ_KND|A|20|NULL|包装类型
TF_POS|55|PRICE_ID|A|4|NULL|价格代号
TF_POS|56|OTH_ITM|I|NULL|NULL|转入单号项次
TF_POS|57|TAX_RTO|N|NULL|NULL|税率
TF_POS|58|AMT_LC|N|0|NULL|LC分配金额
TF_POS|59|QTY_BACK|N|NULL|NULL|备品量
TF_POS|60|CHK_TAX|A|1|NULL|农副产品否
TF_POS|61|SUP_PRD_NO|A|40|NULL|对方货号
TF_POS|62|COMPOSE_IDNO|A|50|NULL|鞋服组合栏位
TF_POS|63|QTY_SL|N|NULL|NULL|收料数量
TF_POS|64|QTY_SL_UNSH|N|0||未审核收料数量
TF_POS|65|CUS_OS_NO|A|30|NULL|客户订单号
TF_POS|66|OTH_ID|A|2|NULL|其它转入单ID
TF_POS|67|OTH_NO|A|20|NULL|其它转入单号
TF_POS|68|ISVIR|A|1|NULL|设置虚拟件
TF_POS|69|JH_ID|A|1|NULL|已合并计划单注记
TF_POS|70|QTY_FH|N|NULL|NULL|发货量
TF_POS|71|QTY_FH_UNSH|N|0||未审核发货量
TF_POS|73|PRD_NO_SO_RES|A|30|NULL|订单原料[三力士]
TF_POS|74|FH_NO|A|2|NULL|发货方式
TF_POS|75|FH_DD|@|NULL|NULL|发货日期
TF_POS|76|QTY_IC|N|0||已配送数量
TF_POS|77|QTY_IC_UNSH|N|0||未审核已配送量
TF_POS|78|BOX_ITM|I|0||追踪箱条码
TF_POS|79|QTY_ARK|N|0||柜数
TF_POS|80|QTY_PS_ARK|N|0||已交柜数
TF_POS|81|QTY_PRE_ARK|N|0||已退柜数
TF_POS|82|QTY_CK_ARK|N|0||出库柜数
TF_POS|83|MAI_NO|A|60||麦头代号
TF_POS|84|SCM_USR|A|12||SCM确认人
TF_POS|85|SCM_DD|@|0||SCM确认日期
TF_POS|86|QTY_SQ|N|0||已请购数量
TF_POS|87|QTY_SQ_UNSH|N|0||未审核请购数量
TF_POS|88|UP_PO|N|0||采购定价
TF_POS|89|SQ_ID|A|2||请购单ID
TF_POS|90|SQ_NO|A|20||请购单号
TF_POS|91|SQ_ITM|I|0||请购单追踪项
TF_POS|92|QTY_FRAC1|N|0||分柜数量1
TF_POS|93|QTY_FRAC2|N|0||分柜数量2
TF_POS|94|QTY_FRAC3|N|0||分柜数量3
TF_POS|95|QTY_FRAC4|N|0||分柜数量4
TF_POS|96|QTY_USE_WH|N|0||库存占用量SLS
TF_POS|97|TRD_ID|A|2||来源识别码（三角转单用）
TF_POS|98|TRD_NO|A|30||来源单号（三角转单用）
TF_POS|99|TRD_ITM|I|0||来源单项次（三角转单用）
TF_POS|100|PRD_NAME_SO_RES|A|100||三力士订单原料名称(名称跟单走)
TF_POS|101|PICPATH|A|128||图片路径
TF_POS|102|CHK_RTN|A|1||强制退货标记
TF_POS|103|MO_NO|A|20||生产单号
TF_POS|104|MO_ID|A|2||生产单标识
TF_POS|105|WC_NO|A|25||保修卡号
TF_POS|106|MTN_TYPE|A|1||维修建议(A.保外收费 B. 保内不收费 C. 换货 D.不维修)
TF_POS|107|MTN_ALL_ID|A|1||永久保固
TF_POS|108|MTN_DD|@|0||保修日期
TF_POS|109|RTN_DD|@|0||包退日
TF_POS|110|MTN_REM|M|0||维修描述
TF_POS|111|AMT_DIS_CNT|N|0||折扣额
TF_POS|112|OTH_ITM1|I|0||来源单追踪项次
TF_POS|113|FREE_ID_DEF|A|1||是否定价政策搭赠品
TF_POS|114|ONLINESERVICE_XML|M|0||天心在线购买明细
TF_POS|115|UP_STD|N|0||单位标准成本
TF_POS|116|QTY_AE|N|0||已转S/C数量
TF_POS|117|SUP_PRD_NM|A|30||对方货名
TF_POS|118|DETAIL|A|1||说明
TF_POS|119|TB_OID|A|20||淘宝子订单号
TF_POS|120|SUP_PRD_MARK|A|40||对方特征
TF_POS|121|DEF_NO|A|100||促销活动代号
TF_POS|122|MATRIX_ITM|I|0||矩阵项次
TF_POS|123|CF_ID|A|4||拆分代号
TF_POS|124|TT_RNG|I|0||摊提期间
TF_POS|125|TT_TYPE_IFRS|A|1||摊提方式
TF_POS|126|TT_YM_E|@|0||截止摊提年月
TF_POS|127|QTY_IO|N|0||配送量
TF_POS|128|QTY_IO_UNSH|N|0||未审核配送量
TF_POS|129|IS_SP|A|1||是样品
TF_POS|130|MRP_NOS|A|800||母件货品
TF_POS|131|OR_ITM|I|0||来源配件申请单项次
TF_POS|132|KIND_NO|A|10||责任分类代号
TF_POS|133|XPM_NO|A|20||标准模板代号
TF_POS|134|XPM_NO1|A|20||自选模板代号
TF_POS|135|XPPRD_ITM|I|0||自选产品对应的主产品项次
TF_POS|136|XPPRD_ITM1|I|0||对应选配模板表身的KEY_ITM
TF_POS|137|CLS_ME_ID|A|1||订单评审分析标志
TF_POS|138|UP_SAL|N|0||
TF_POS|139|AMTN_SAL|N|0||销售总价
TF_POS|140|TASK_NO|A|30||阶段编号
TF_POS|142|PRM_NO|A|20||阶段编号
TF_PSS|1|PS_ID|A|2|*|进、销、退、折识别码
TF_PSS|2|PS_NO|A|20|*|单号
TF_PSS|3|ITM|I|NULL|*|项次
TF_PSS|4|PS_DD|@|NULL|NULL|日期
TF_PSS|5|WH|A|12|NULL|库位
TF_PSS|6|BAT_NO|A|40||批号
TF_PSS|7|OS_NO|A|25|NULL|转入单号
TF_PSS|8|PRD_NO|A|30||货品代号
TF_PSS|9|PRD_NAME|A|100|NULL|货品名称
TF_PSS|10|PRD_MARK|A|40||货品特征
TF_PSS|11|UNIT|A|1|NULL|单位
TF_PSS|12|QTY|N|NULL|NULL|数量
TF_PSS|13|QTY1|N|NULL|NULL|副单位数量
TF_PSS|14|CST_SAL|N|NULL|NULL|销售外币成本
TF_PSS|15|CSTN_SAL|N|NULL|NULL|销售本位币成本
TF_PSS|16|UP|N|NULL|NULL|单价
TF_PSS|17|AMTN_NET|N|NULL|NULL|未税本位币
TF_PSS|18|AMT|N|NULL|NULL|外币金额
TF_PSS|19|TAX|N|NULL|NULL|税额
TF_PSS|20|DIS_CNT|N|NULL|NULL|折扣
TF_PSS|21|QTY_RTN|N|NULL|NULL|已退数量(用于分批退)
TF_PSS|22|QTY_RTN_UNSH|N|0||未审核已退数量
TF_PSS|23|AMTN_EP|N|NULL|NULL|分摊费用
TF_PSS|24|PAK_UNIT|A|20|NULL|包装单位
TF_PSS|25|PAK_EXC|N|NULL|NULL|包装换算
TF_PSS|26|PAK_NW_N|N|0||净重(单)
TF_PSS|27|PAK_NW|N|NULL|NULL|包装净重
TF_PSS|28|PAK_WEIGHT_UNIT|A|8|NULL|包装净重单位
TF_PSS|29|PAK_GW_N|N|0||毛重(单)
TF_PSS|30|PAK_GW|N|NULL|NULL|包装毛重
TF_PSS|31|PAK_MEAST|N|NULL|NULL|包装大小
TF_PSS|32|PAK_MEAST_UNIT|A|8|NULL|包装大小单位
TF_PSS|33|VALID_DD|@|NULL|NULL|有效期
TF_PSS|34|REM|A|200||摘要
TF_PSS|35|AMTN_COM|N|NULL|NULL|抽成金额
TF_PSS|36|EST_DD|@|0||预交日
TF_PSS|37|TAX_RTO|N|NULL|NULL|税率
TF_PSS|38|CST_STD|N|NULL|NULL|标准成本
TF_PSS|39|UP_QTY1|N|NULL|NULL|副单位单价
TF_PSS|40|EST_ITM|I|NULL|NULL|追踪已交数量项次
TF_PSS|41|OS_ID|A|2|NULL|转入单据ID
TF_PSS|42|QTY_PS|N|NULL|NULL|截取受订数量
TF_PSS|43|PRE_ITM|I|NULL|NULL|追踪退回数量项次
TF_PSS|44|SEND_WH|A|12|NULL|送货仓
TF_PSS|45|QTY_LOSS|N|NULL|NULL|损耗量
TF_PSS|46|QTY1_LOSS|N|0||损耗量(副)
TF_PSS|47|QTYS|N|NULL|NULL|数量
TF_PSS|48|AMTN_SNET|N|NULL|NULL|未税额
TF_PSS|49|TAXS|N|NULL|NULL|税额
TF_PSS|50|UT|A|8|NULL|单位
TF_PSS|51|WT|N|NULL|NULL|重
TF_PSS|52|AMTN|N|NULL|NULL|金额
TF_PSS|53|CODE_NO|A|10|NULL|商品编码
TF_PSS|54|ATTR|A|30|NULL|
TF_PSS|55|QTY_FX|N|NULL|NULL|已放行数量
TF_PSS|56|QTY_FX_UNSH|N|0||未审核已放行量
TF_PSS|57|ID_NO|A|38|NULL|配方号
TF_PSS|58|FREE_ID|A|1|NULL|搭赠注记
TF_PSS|59|CK_NO|A|20|NULL|出入库单号
TF_PSS|60|MM_ID|A|2|NULL|模拟进销标志
TF_PSS|61|AMT_FP|N|NULL|NULL|发票票面金额
TF_PSS|62|AMTN_NET_FP|N|NULL|NULL|发票本位币金额
TF_PSS|63|TAX_FP|N|NULL|NULL|发票税额
TF_PSS|64|QTY_CK|N|0||已出库量
TF_PSS|65|QTY_CK_UNSH|N|0||未审核出库量
TF_PSS|66|BZ_KND|A|20|NULL|包装类型
TF_PSS|67|PRICE_ID|A|4|NULL|价格代号
TF_PSS|68|OTH_ITM|I|NULL|NULL|出入库单项次
TF_PSS|69|CUS_OS_NO|A|30|NULL|客户订单号
TF_PSS|70|AMTN_FT|N|0|NULL|费用分摊金额
TF_PSS|71|RK_NO|A|20|NULL|入库单号
TF_PSS|72|CHK_TAX|A|1|NULL|农副产品否
TF_PSS|73|SUP_PRD_NO|A|40|NULL|对方货号
TF_PSS|74|CNTT_NO|A|40|NULL|合同编号
TF_PSS|75|TYPE_SGT|A|2|NULL|海关类别
TF_PSS|76|GF_NO|A|20|NULL|关封编号
TF_PSS|77|PK_NO|A|20|NULL|包装单号
TF_PSS|78|SP_NO|A|20|NULL|装船单号
TF_PSS|79|COMPOSE_IDNO|A|50|NULL|鞋服组合栏位
TF_PSS|80|B_DD|@|NULL|NULL|最早交货日期
TF_PSS|81|E_DD|@|NULL|NULL|最晚交货日期
TF_PSS|82|QTY_SB|N|0||已销货量(SB->SA)
TF_PSS|83|QTY_SB_UNSH|N|0||未审核已销货量
TF_PSS|84|TI_ITM|I|0||关联入库单项次(PRE_ITM)
TF_PSS|85|QTY_FP|N|NULL|NULL|已开发票数量
TF_PSS|86|SL_NO|A|20|NULL|收料单号
TF_PSS|87|SH_NO_CUS|A|20|NULL|送货单号
TF_PSS|88|AMTN_EP1|N|NULL|NULL|特殊费用
TF_PSS|89|RTO_EP|N|NULL|NULL|特殊费用分摊比率
TF_PSS|90|FH_NO|A|20|NULL|发货计划单
TF_PSS|91|AMTN_FL|N|0||其它
TF_PSS|92|PRD_NO_SO_RES|A|30|NULL|订单原料
TF_PSS|93|AMTN_SALE|N|0||销售总价
TF_PSS|94|UP_SALE|N|0||销售单价
TF_PSS|95|QC_FLAG|A|2||合格标志[T0,T2,Q0,Q2]
TF_PSS|96|SL_ITM|I|0||收料项次
TF_PSS|97|QTY_ARK|N|0||柜数
TF_PSS|98|QTY_RTN_ARK|N|0||退回柜数
TF_PSS|99|QC_ITM|I|0||追踪检验单项次(PRE_ITM)
TF_PSS|100|QTY_OUT|N|0||海霸王分货量
TF_PSS|101|QTY_ZQ|N|0||海霸王入库量
TF_PSS|102|BL_OS_ID|A|2||借入/借出来源ID
TF_PSS|103|BL_OS_NO|A|20||借入/借出来源单号
TF_PSS|104|BL_OS_ITM|I|0||借出/借入来源项次
TF_PSS|105|RK_DD|@|0||入库日期
TF_PSS|106|BOX_ITM|I|0||追踪箱箱次
TF_PSS|107|DEP_RK|A|8||集团公司代号
TF_PSS|108|QTY_XB|N|0||转非生产领料数量
TF_PSS|109|QTY_XB_UNSH|N|0||未审核已领料量
TF_PSS|110|PW_ITM|I|0||配位项次
TF_PSS|111|CST_ML|N|0||原料成本
TF_PSS|112|CST_MAN|N|0||直接人工
TF_PSS|113|CST_MAK|N|0||制造费用
TF_PSS|114|CST_PRD|N|0||耗用物料
TF_PSS|115|CST_OUT|N|0||托工费用
TF_PSS|116|CST_STD_ML|N|0||原料成本(标)
TF_PSS|117|CST_SMAN|N|0||直接人工(标)
TF_PSS|118|CST_SMAK|N|0||制造费用(标)
TF_PSS|119|CST_SPRD|N|0||耗用物料(标)
TF_PSS|120|CST_SOUT|N|0||托工费用(标)
TF_PSS|121|TRD_ID|A|2||来源识别码（三角转单用）
TF_PSS|122|TRD_NO|A|30||来源单号（三角转单用）
TF_PSS|123|TRD_ITM|I|0||来源项次（三角转单用）
TF_PSS|124|MM_NO|A|20||缴库单号(销货关联缴库)
TF_PSS|125|MM_ITM|I|0||缴库单项次
TF_PSS|126|FW_FLAG|A|1||已转售后服务
TF_PSS|127|ZDZZ|A|1||自动组装
TF_PSS|128|MB_NO|A|20||组合单号
TF_PSS|129|UP_MAIN|N|0||单位成本(主单位)
TF_PSS|130|CHK_RTN|A|1||强制退货标记
TF_PSS|131|QTY_OI|N|0||已申请量
TF_PSS|132|MTN_REM|M|0||维修描述
TF_PSS|133|ME_FLAG|A|1||是否已计算营销费用
TF_PSS|134|AMT_DIS_CNT|N|0||折扣额
TF_PSS|135|SPC_NO|A|10||不合格原因代号
TF_PSS|136|INV_B2C|A|1||多开发票处理否
TF_PSS|137|SBAC_CHK|A|1||服务记次否
TF_PSS|138|FREE_ID_DEF|A|1||是否定价政策搭赠品
TF_PSS|139|SAL_NO|A|12||主业务代号
TF_PSS|140|SAL_NO1|A|12||次业务代号
TF_PSS|141|MAI_NO|A|60||麦头代号
TF_PSS|142|AMTN_RSV|N|0||保留款金额
TF_PSS|143|AMT_ZG_FP|N|0||已开票暂估差额
TF_PSS|144|AMTN_NET_ZG_FP|N|0||已开票暂估未税差额
TF_PSS|145|TAX_ZG_FP|N|0||已开票暂估税金差额
TF_PSS|146|ONLINESERVICE_XML|M|0||天心在线购买明细
TF_PSS|147|UP_STD|N|0||单位标准成本
TF_PSS|148|AMTN_IFRS|N|0||金额(功能货币)
TF_PSS|149|AMTN_NET_IFRS|N|0||未税金额(功能货币)
TF_PSS|150|CSTN_SAL_IFRS|N|0||销货成本(功能货币)
TF_PSS|151|AMTN_EP_IFRS|N|0||费用(功能货币)
TF_PSS|152|CST_ML_IFRS|N|0||原料成本(功能货币)
TF_PSS|153|CST_MAN_IFRS|N|0||直接人工(功能货币)
TF_PSS|154|CST_MAK_IFRS|N|0||制造费用(功能货币)
TF_PSS|155|CST_PRD_IFRS|N|0||耗用物料(功能货币)
TF_PSS|156|CST_OUT_IFRS|N|0||托工费用(功能货币)
TF_PSS|157|CST_STD_IFRS|N|0||标准成本(功能货币)
TF_PSS|158|CST_STD_ML_IFRS|N|0||标准原料成本(功能货币)
TF_PSS|159|CST_SMAN_IFRS|N|0||标准直接人工(功能货币)
TF_PSS|160|CST_SMAK_IFRS|N|0||标准制造费用(功能货币)
TF_PSS|161|CST_SPRD_IFRS|N|0||标准耗用物料(功能货币)
TF_PSS|162|CST_SOUT_IFRS|N|0||标准托工费用(功能货币)
TF_PSS|163|TAX_IFRS|N|0||税额(功能货币)
TF_PSS|164|UP_MAIN_IFRS|N|0||主单位成本(功能货币)
TF_PSS|165|UP_STD_IFRS|N|0||单位标准成本(功能货币)
TF_PSS|166|SUP_PRD_MARK|A|40||对方特征
TF_PSS|167|DEF_NO|A|100||促销活动代号
TF_PSS|168|MO_NO|A|20||制令单号
TF_PSS|169|QTY1_FP|N|0||已开发票数量(副)
TF_PSS|170|QTY_POS_SO|N|0||POS订单数量
TF_PSS|171|ITM_POSUP|I|0||零售定价项次
TF_PSS|172|OM_ID|A|2||样品单ID
TF_PSS|173|OM_NO|A|20||样品单号
TF_PSS|174|OM_ITM|I|0||样品单项次
TF_PSS|175|MATRIX_ITM|I|0||矩阵项次
TF_PSS|176|NOJF_ID|A|1||不计算积分
TF_PSS|177|QTY_SQ|N|0||申请退回量
TF_PSS|178|QTY_SQ_UNSH|N|0||申请退回量(未审核)
TF_PSS|179|YH_ID|A|2||申请ID
TF_PSS|180|YH_NO|A|20||申请单号
TF_PSS|181|ITM_YH|I|0||申请单追踪项次
TF_PSS|182|CF_ID|A|4||拆分代号
TF_PSS|183|TT_RNG|I|0||摊提期间
TF_PSS|184|TT_TYPE_IFRS|A|1||摊提方式
TF_PSS|185|TT_YM_B|@|0||开始摊提年月
TF_PSS|186|TT_YM_E|@|0||截止摊提年月
TF_PSS|187|UP_MAIN_BX|N|0||IFRS单位成本(主单位)
TF_PSS|188|CSTN_SAL_BX|N|0||IFRS销货成本
TF_PSS|189|CST_ML_BX|N|0||IFRS原料成本
TF_PSS|190|CST_MAN_BX|N|0||IFRS直接人工
TF_PSS|191|CST_MAK_BX|N|0||IFRS制造费用
TF_PSS|192|CST_PRD_BX|N|0||IFRS耗用物料
TF_PSS|193|CST_OUT_BX|N|0||IFRS托工费用
TF_PSS|194|UP_MAIN_IFRS_BX|N|0||IFRS单位成本(功能货币)
TF_PSS|195|CSTN_SAL_IFRS_BX|N|0||IFRS销货成本(功能货币)
TF_PSS|196|CST_ML_IFRS_BX|N|0||IFRS原料成本(功能货币)
TF_PSS|197|CST_MAN_IFRS_BX|N|0||IFRS直接人工(功能货币)
TF_PSS|198|CST_MAK_IFRS_BX|N|0||IFRS制造费用(功能货币)
TF_PSS|199|CST_PRD_IFRS_BX|N|0||IFRS耗用物料(功能货币)
TF_PSS|200|CST_OUT_IFRS_BX|N|0||IFRS托工费用(功能货币)
TF_PSS|201|SPC_NO1|A|10||退回原因
TF_PSS|202|WC_DD|@|0||保修日期
TF_PSS|203|IS_SP|A|1||是样品
TF_PSS|204|XPM_NO|A|20||标准模板代号
TF_PSS|205|XPM_NO1|A|20||自选模板代号
TF_PSS|206|XPPRD_ITM|I|0||自选产品对应的主产品项次
TF_PSS|207|XPPRD_ITM1|I|0||对应选配模板表身的KEY_ITM
TF_PSS|208|TASK_NO|A|30||阶段编号
TF_PSS|209|PRM_NO|A|20||促销代号
TF_SQ|1|SQ_NO|A|20|*|请购单号
TF_SQ|2|ITM|I|NULL|*|项次
TF_SQ|3|PRD_NO|A|30|NULL|品号
TF_SQ|4|PRD_NAME|A|100|NULL|品名
TF_SQ|5|UNIT|A|1|NULL|单位
TF_SQ|6|UNIT_NAME|A|8|NULL|单位名称
TF_SQ|7|QTY|N|NULL|NULL|数量
TF_SQ|8|UP|N|NULL|NULL|单价
TF_SQ|9|AMTN|N|NULL|NULL|预估金额
TF_SQ|10|EST_DD|@|NULL|NULL|预交日
TF_SQ|11|REM|A|200||用途
TF_SQ|12|CHK_MAN|A|12|NULL|核准人
TF_SQ|13|CUS_NO|A|12|NULL|采购对象
TF_SQ|14|CUR_ID|A|4||币别
TF_SQ|15|EXC_RTO|N|0||汇率
TF_SQ|16|BIL_ID|A|2|NULL|转出单号ID
TF_SQ|17|BIL_NO|A|20|NULL|转出单号
TF_SQ|18|BIL_ITM|I|NULL|NULL|
TF_SQ|19|IDX_NO|A|20|NULL|费用项目
TF_SQ|20|QTY1|N|NULL|NULL|副单位数量
TF_SQ|21|UP_QTY1|N|NULL|NULL|副单位单价
TF_SQ|22|QTY_PO|N|NULL|NULL|已采购数量
TF_SQ|23|QTY_PO_UNSH|N|0||未审核已采购量
TF_SQ|24|QTY_QS|N|NULL|NULL|已询价数量
TF_SQ|25|QTY_QS_UNSH|N|0||未审核已询价量
TF_SQ|26|EST_ITM|I|NULL|NULL|与询价,采购单关联
TF_SQ|27|PRD_MARK|A|40|NULL|货品特征
TF_SQ|28|BAT_NO|A|40|NULL|批号
TF_SQ|29|REMARK|A|200||摘要
TF_SQ|30|AMT|N|NULL|NULL|预估金额(外)
TF_SQ|31|COMPOSE_IDNO|A|50|NULL|鞋服组合栏位
TF_SQ|32|SO_NO|A|20|NULL|受订单号
TF_SQ|33|QTY_ID|N|NULL|NULL|已调拨数量 
TF_SQ|34|WH|A|12|NULL|库位
TF_SQ|35|ID_NO|A|38|NULL|配方号
TF_SQ|36|SUP_PRD_NO|A|40||对方货号
TF_SQ|37|EST_ITM_SO|I|0||与受订单EST_ITM关联
TF_SQ|38|SO_ID|A|2|NULL|受订单ID
TF_SQ|39|ISCHECK|A|1||
TF_SQ|40|IS_SEND|A|1||
TF_SQ|41|USR|A|12||
TF_SQ|42|QTY_HZ|N|0||已汇总量
TF_SQ|43|QTY_HZ_UNSH|N|0||未审核已汇总量
TF_SQ|44|DEP|A|8||请购集团公司
TF_SQ|45|MO_NO|A|20||生产单号
TF_SQ|46|MO_ID|A|2||生产单标识
TF_SQ|47|LY_ID|A|2||来源单ID
TF_SQ|48|LY_NO|A|20||来源单号
TF_SQ|49|LY_ITM|I|0||来源单项次
TF_SQ|50|PRD_NO_CHG|A|255||替代品
TF_SQ|51|SUP_PRD_MARK|A|40||对方特征
TF_SQ|52|CUS_OS_NO|A|30||客户订单号
TF_SQ|53|IS_SP|A|1||是样品
TF_SQ|54|MRP_NOS|A|800||母件货品
TF_TB|1|TB_NO|A|20|*|缴回单号
TF_TB|2|ITM|I|NULL|*|项次
TF_TB|3|PRD_NO|A|30|NULL|货品代号
TF_TB|4|PRD_NAME|A|100|NULL|货品名称
TF_TB|5|PRD_MARK|A|40|NULL|货品特征
TF_TB|6|WH|A|12|NULL|库位
TF_TB|7|UNIT|A|1|NULL|单位
TF_TB|8|QTY|N|NULL|NULL|数量
TF_TB|9|QTY1|N|NULL|NULL|副单位数量
TF_TB|10|QTY_LOST|N|NULL|NULL|损耗量
TF_TB|11|QTY1_LOST|N|NULL|NULL|副单位损耗
TF_TB|12|QTY_RTN|N|NULL|NULL|已退数量
TF_TB|13|QTY_RTN_UNSH|N|0||未审核已退数量
TF_TB|14|UP|N|NULL|NULL|单价
TF_TB|15|UP_QTY1|N|NULL|NULL|副单位单价
TF_TB|16|UP_LOST|N|NULL|NULL|损耗单位成本
TF_TB|17|UP_QTY1_LOST|N|NULL|NULL|副单位损耗单位成本
TF_TB|18|AMTN_NET|N|NULL|NULL|未税本位币
TF_TB|19|TAX|N|NULL|NULL|税额
TF_TB|20|AMT|N|NULL|NULL|外币金额
TF_TB|21|BAT_NO|A|40|NULL|批号
TF_TB|22|TW_NO|A|20||托外单号
TF_TB|23|ML_NO|A|20||领料单号(M4)
TF_TB|24|MM_NO|A|20|NULL|缴库单号
TF_TB|25|MO_NO|A|20|NULL|制令单号
TF_TB|26|REM|A|200||摘要
TF_TB|27|PAK_UNIT|A|20|NULL|包装单位
TF_TB|28|PAK_EXC|N|NULL|NULL|包装换算
TF_TB|29|PAK_NW|N|NULL|NULL|包装净重
TF_TB|30|PAK_WEIGHT_UNIT|A|8|NULL|包装净重单位
TF_TB|31|PAK_GW|N|NULL|NULL|包装毛重
TF_TB|32|PAK_MEAST|N|NULL|NULL|包装大小
TF_TB|33|PAK_MEAST_UNIT|A|8|NULL|包装大小单位
TF_TB|34|CPY_SW|A|1|NULL|拷贝注记
TF_TB|35|EST_ITM|I|NULL|NULL|追踪退回数量项次
TF_TB|36|TZ_NO2|A|20|NULL|转移至单据
TF_TB|37|ID_NO|A|38|NULL|配方号
TF_TB|38|RTO_TAX|N|NULL|NULL|托外货品税率
TF_TB|39|COMPOSE_IDNO|A|50|NULL|鞋服组合栏位
TF_TB|40|AMT_FP|N|NULL|NULL|发票票面金额
TF_TB|41|AMTN_NET_FP|N|NULL|NULL|发票本位币金额
TF_TB|42|TAX_FP|N|NULL|NULL|发票税额
TF_TB|43|QTY_FP|N|NULL|NULL|发票数量
TF_TB|44|AMTN_EP|N|NULL|NULL|费用
TF_TB|45|AMTN_EP1|N|NULL|NULL|特殊费用
TF_TB|46|PRE_ITM|I|NULL|NULL|
TF_TB|47|RTO_EP|N|NULL|NULL|特殊费用分摊比率
TF_TB|48|TASK_ID|I|0||任务编号
TF_TB|49|SL_NO|A|20||收料单号
TF_TB|50|SL_ITM|I|0||收料项次
TF_TB|51|TW_ID|A|2||转入单ID(TW,TC,SL)
TF_TB|52|CUS_OS_NO|A|30||客户订单
TF_TB|53|CST_STD|N|0||标准成本
TF_TB|54|BIL_ID|A|2||来源单ID
TF_TB|55|BIL_NO|A|20||来源单号
TF_TB|56|BIL_ITM|I|0||来源单项
TF_TB|57|QC_FLAG|A|2||检验标识(T0,Q0:合格转入;T2,Q2让步接收)
TF_TB|58|SH_NO_CUS|A|20||送货单号
TF_TB|59|RK_DD|@|0||入库日期
TF_TB|60|VALID_DD|@|0||有效日期
TF_TB|61|FREE_ID|A|1||是搭赠品否
TF_TB|62|DEP_RK|A|8||集团公司代号
TF_TB|63|DIS_CNT|N|0||折扣
TF_TB|64|AMT_DIS_CNT|N|0||折扣额
TF_TB|65|AMT_ZG_FP|N|0||已开票暂估差额
TF_TB|66|AMTN_NET_ZG_FP|N|0||已开票暂估未税差额
TF_TB|67|TAX_ZG_FP|N|0||已开票暂估税金差额
TF_TB|68|UP_STD|N|0||单位标准成本
TF_TB|69|AMTN_IFRS|N|0||金额(功能货币)
TF_TB|70|AMTN_NET_IFRS|N|0||未税金额(功能货币)
TF_TB|71|AMTN_EP_IFRS|N|0||费用(功能货币)
TF_TB|72|CST_STD_IFRS|N|0||标准成本(功能货币)
TF_TB|73|CST_STD_ML_IFRS|N|0||标准原料成本(功能货币)
TF_TB|74|CST_SMAN_IFRS|N|0||标准直接人工(功能货币)
TF_TB|75|CST_SMAK_IFRS|N|0||标准制造费用(功能货币)
TF_TB|76|CST_SPRD_IFRS|N|0||标准耗用物料(功能货币)
TF_TB|77|CST_SOUT_IFRS|N|0||标准托工费用(功能货币)
TF_TB|78|TAX_IFRS|N|0||税额(功能货币)
TF_TB|79|UP_STD_IFRS|N|0||单位标准成本(功能货币)
TF_TB|80|QTY1_FP|N|0||已开发票数量(副)
TF_TB|81|DC_QTYLOST|A|1||倒冲损耗标记
TF_TB|82|PAK_NW_N|N|0||净重(单)
TF_TB|83|PAK_GW_N|N|0||毛重(单)
TF_TB|84|SUP_PRD_NO|A|40||对方货号
TF_TB|85|SUP_PRD_MARK|A|40||对方特征
TF_TC|1|TC_NO|A|20|*|退回单号
TF_TC|2|ITM|I|NULL|*|项次
TF_TC|3|TC_DD|@|NULL|NULL|退回日期
TF_TC|4|PRD_NO|A|30|NULL|货品代号
TF_TC|5|PRD_MARK|A|40|NULL|货品特征
TF_TC|6|WH|A|12|NULL|仓库
TF_TC|7|UNIT|A|1|NULL|单位
TF_TC|8|QTY|N|NULL|NULL|数量
TF_TC|9|QTY1|N|NULL|NULL|副单位数量
TF_TC|10|UP|N|NULL|NULL|单价
TF_TC|11|UP_QTY1|N|NULL|NULL|副单位单价
TF_TC|12|AMTN_NET|N|NULL|NULL|未税本位币
TF_TC|13|TAX|N|NULL|NULL|税额
TF_TC|14|AMT|N|NULL|NULL|外币金额
TF_TC|15|BAT_NO|A|40|NULL|批号
TF_TC|16|TB_NO|A|20|NULL|托工缴回单
TF_TC|17|TW_NO|A|20|NULL|托工单号
TF_TC|18|REM|A|100|NULL|摘要
TF_TC|19|PAK_UNIT|A|20|NULL|包装单位
TF_TC|20|PAK_EXC|N|NULL|NULL|包装换算
